First Commit Pull Request,Related to a good-first-issue?,Developer Experience?,Link to PR,Bug Fix (0/1),Enhancing an Existing Feature (0/1),New Feature (0/1),Documentation(0/1),Testing (0/1),Refactoring (0/1),Other Information
Value parameter of app.set() should be typed optional Object,0,Experienced,https://github.com/expressjs/express/pull/1890,0,0,0,0,0,1,
Fixed deprecated example doctype,0,Experienced,https://github.com/expressjs/express/pull/1941,1,0,0,0,0,0,
Release 4.7,0,Experienced,https://github.com/expressjs/express/pull/2236,1,1,1,0,0,1,Organizational.
build: move repository ,0,Experienced,https://github.com/expressjs/express/commit/d7bef52591876e3fa86ed08b5ac0cb5447ba1684,0,0,0,0,0,1,Organizational.
Fix exception in req.fresh/req.stale without response headers ,0,Experienced,https://github.com/expressjs/express/commit/5d74a553d67d23b8fd0c236c162fd0b556b9bdfe,1,0,0,0,0,0,
Fix typo in jsdoc description,0,Experienced,https://github.com/expressjs/express/commit/72d35b6b4a06ed52d44a3058fe1d338f8917afc1,0,0,0,1,0,0,
examples: fix route-separation example's dev logger ,0,Experienced,https://github.com/expressjs/express/commit/bbcc1e1f52cb3706660d88bc2884057d71ae1f92,1,0,0,0,0,0,
docs: update return types for req.accept*() ,0,Experienced,https://github.com/expressjs/express/commit/fce3d14b5ce51e75a1636ac4ebc251c4017e038b,0,0,0,1,0,0,
Use array-flatten module for flattening arrays ,0,Experienced,https://github.com/expressjs/express/commit/f7e94a30bce66ba4de1b6388910bfdd8b1e6edd1,0,0,0,0,0,1,
tests: add test for signed cookie without secret ,0,Experienced,https://github.com/expressjs/express/commit/bb84cf955f5f84edc8938c00ec8590599861abca,0,0,0,0,1,0,
docs: fix minor grammatical error ,0,Experienced,https://github.com/expressjs/express/commit/1a17888073790f5567fdb9f9e270fab6904abf97,0,0,0,1,0,0,
docs: minor fixes to contributing guide ,0,Experienced,https://github.com/expressjs/express/commit/c48014fde8682f59c2fff8f0ae4655daf8de3b0d,0,0,0,1,0,0,
build: use yaml eslint configuration ,0,Experienced,https://github.com/expressjs/express/commit/98b0b66b6c46882c3fa54f04185254ab53b38570,0,0,0,0,0,1,Organizational.
examples: fix typo in multi-router example ,0,Medior,https://github.com/expressjs/express/pull/3718,0,0,0,1,0,0,
readme: document default port,0,Novice,https://github.com/expressjs/express/pull/3873,0,0,0,1,0,0,
Expose bodyParser.raw on express,0,Experienced,https://github.com/expressjs/express/pull/3708,0,0,1,0,0,0,
Fix failed test ClusterAndIndexReaderOnlyTests ,0,Experienced,https://github.com/elastic/elasticsearch/commit/636f7bd4546444f3d17c4f170f4ac7b899ad9f93,0,0,0,0,1,0,
Update S3Gateway to add us-west-2 ,0,Experienced,https://github.com/elastic/elasticsearch/commit/a57a9e23f14f43bce447d878d843146a6156d110,0,0,0,0,0,1,Organizational.
Support for polish_stem token filter ,0,Experienced,https://github.com/elastic/elasticsearch/commit/048f8b5701aea87e3a086d0315ffe9006412e615,0,0,1,0,0,0,
[DOCS] Fix typo in the reference doc. SuSe -> SUSE ,0,Experienced,https://github.com/elastic/elasticsearch/commit/5a5171cb70cff9187d442d7ab91d2a876a4f22c1,0,0,0,1,0,0,
Docs: Update extendedstats-aggregation.asciidoc ,0,Experienced,https://github.com/elastic/elasticsearch/commit/86c2c202fe558ec688e989e5507703a4b930ce35,0,0,0,1,0,0,
"fix typo ""Seting"" to ""Setting""",0,Medior,https://github.com/elastic/elasticsearch/pull/13781,0,0,0,1,0,0,
Several GeoPoint Cleanups,0,Experienced,https://github.com/elastic/elasticsearch/pull/14021,1,0,0,0,0,0,
:CAT API: remove space at the end of a line,1,Novice,https://github.com/elastic/elasticsearch/pull/15250,0,1,0,0,0,1,
Change qoutes to quotes,0,Medior,https://github.com/elastic/elasticsearch/pull/18078,0,0,0,1,0,0,
Fix typos in inner-hits documentation,0,Experienced,https://github.com/elastic/elasticsearch/pull/19910,0,0,0,1,0,0,
Correcting a typo-Maan to Man-in README.textile,0,Medior,https://github.com/elastic/elasticsearch/pull/21466,0,0,0,1,0,0,
Update index.asciidoc,0,Novice,https://github.com/elastic/elasticsearch/pull/21727,0,0,0,1,0,0,
Filter unsupported relation for RangeQueryBuilder,1,Experienced,https://github.com/elastic/elasticsearch/pull/26620,1,1,0,0,0,0,
[Issue-27716]: CONTRIBUTING.md IntelliJ configurations settings are confusing,0,Novice,https://github.com/elastic/elasticsearch/pull/27717,0,0,0,1,0,0,
Removed differencies between text and code,0,Medior,https://github.com/elastic/elasticsearch/pull/27993,0,0,0,1,0,0,
Indices PUT Mapping API docs: Remove mapping type user and rephrase first sentence,0,Medior,https://github.com/elastic/elasticsearch/pull/28998,0,0,0,1,0,0,
Update percolate-query.asciidoc,0,Novice,https://github.com/elastic/elasticsearch/pull/29155,0,0,0,1,0,0,
Clarify documentation of scroll_id,0,Experienced,https://github.com/elastic/elasticsearch/pull/29424,0,0,0,1,0,0,
Whitelisting / from Circuit Breaker Exception (#32325) ,0,Novice,https://github.com/elastic/elasticsearch/pull/32666,0,1,0,0,0,0,
Search: Support of wildcard on docvalue_fields,1,Medior,https://github.com/elastic/elasticsearch/pull/32980,0,1,0,0,0,0,
Corrected aggregation name to match the example ,0,Novice,https://github.com/elastic/elasticsearch/pull/33786,0,0,0,1,0,0,
Corrected typo in text,0,Experienced,https://github.com/elastic/elasticsearch/pull/33910,0,0,0,1,0,0,
Update analysis.asciidoc,0,Novice,https://github.com/elastic/elasticsearch/pull/37404,0,0,0,1,0,0,
Convert PluginPropertiesExtension Groovy to Java,1,Experienced,https://github.com/elastic/elasticsearch/pull/39605,0,0,0,0,0,1,
Enable Kotlin compiler to recognise @org.elasticsearch.common.Nullable annotation for null checks.,0,Novice,https://github.com/elastic/elasticsearch/pull/43912,0,1,0,0,0,0,
Optimize Min and Max BKD optimizations,1,Experienced,https://github.com/elastic/elasticsearch/pull/44315,0,0,0,0,0,1,
[DOCS] Fix typos in InternalEngine.java comments,0,Experienced,https://github.com/elastic/elasticsearch/pull/46861,0,0,0,1,0,0,
Fix incorrect opType options in IndexRequest docs.,0,Experienced,https://github.com/elastic/elasticsearch/pull/48290,0,0,0,1,0,0,
update pipeline.asciidoc ,0,Experienced,https://github.com/elastic/elasticsearch/commit/520da54e63f697000d32a0733c18639dd2eb7894,0,0,0,1,0,0,
Update getting-started-slm.asciidoc ,1,Experienced,https://github.com/elastic/elasticsearch/commit/b9d36fdb5e2ee500adc699f1bdad47007805e821,0,0,0,1,0,0,
Enable round tripping with SQL Server,0,Medior,https://github.com/dotnet/efcore/pull/60,0,0,1,0,0,0,
Pass the format provider to DateTime.Parse to make tests that rely on…,0,Experienced,https://github.com/dotnet/efcore/commit/12cc46a9428830b92acc90a01afb3caf8f8113e2,0,0,0,0,1,0,
Handle IBuilder rename to IApplicationBuilder.,0,Experienced,https://github.com/dotnet/efcore/commit/640b08daacc92534cc6db9933dcdc461f9b8063a,0,0,0,0,0,1,
Moved Compiled Model out of Product Assembly,0,Experienced,https://github.com/dotnet/efcore/commit/f57b95000f3d48b7080269ad365ac6d8f5f33d22,0,0,0,0,0,1,
update local fork with newest from asp EF,0,Experienced,https://github.com/gramx/EntityFramework/pull/1,0,0,0,0,0,1,"Organizational, forked project."
Fix to #1640 - Make SqlGeneratorTestBase implementation independent b…,0,Experienced,https://github.com/dotnet/efcore/commit/1db6efecb4db744a2ae866c34ac12400bf5d9726,1,0,0,0,0,0,
Ignore user override for culture parsing dates,0,Experienced,https://github.com/dotnet/efcore/commit/2130f4e2a596d01f6f0e935e978d0d8b3a5ab962,1,0,0,0,1,0,
Add Convert.ToInt32 to SqlServer.,0,Experienced,https://github.com/dotnet/efcore/commit/73f59104e5cd21dc5ca2d8705d8851db3a830efc,0,1,0,0,0,0,
React to aspnet/configuration #246,0,Experienced,https://github.com/dotnet/efcore/commit/3f9c5025d00f4ed066e56c429a94816ff2e6592d,0,0,0,0,0,1,
Merge aspnet/Microsoft.Data.Sqlite 2.1 into this repo ,0,Experienced,https://github.com/dotnet/efcore/pull/13843,0,0,0,0,0,1,Organizational.
Add support for AttachDBFilename,1,Experienced,https://github.com/dotnet/efcore/pull/6446,0,1,0,0,0,0,
Changed ForeignKeyIndexConvention to update the IsUnique property,0,Experienced,https://github.com/dotnet/efcore/pull/7327,1,0,0,0,0,0,
update,0,Experienced,https://github.com/tralivali1234/EntityFramework/pull/1,0,0,0,0,0,1,"Organizational, forked project."
"Update WarningsTest for ""Query: Include: Log ignored Include warnings properly in new compiler.""",0,Experienced,https://github.com/dotnet/efcore/pull/8262,0,0,0,0,1,0,
Updated that the base method is a noop.,0,Experienced,https://github.com/dotnet/efcore/pull/9497,0,0,0,1,0,0,
Oracle - Implementation of Batch Insertion,0,Experienced,https://github.com/dotnet/efcore/pull/10078,0,0,1,0,0,0,
Change private methods to protected virtual in DbContext and EntityTy…,0,Experienced,https://github.com/dotnet/efcore/commit/f44eaa4bbd80e0223cf5888d67627405f14629eb,0,0,0,0,0,1,Forked project.
Add 'virtual' keyword to the navigation properties,0,Novice,https://github.com/dotnet/efcore/pull/11949,0,0,0,0,0,1,
[automated] Merge branch 'release/2.2' => 'master' ,0,BOT,https://github.com/dotnet/efcore/pull/13557,0,0,0,0,0,1,Organizational.
Remove language info in EfCore documentation url,0,Experienced,https://github.com/dotnet/efcore/pull/13652,0,0,0,1,0,0,
Fix migration order ,0,Novice,https://github.com/dotnet/efcore/pull/12967,1,0,0,0,0,1,
Typo fix,0,Medior,https://github.com/dotnet/efcore/pull/14183,0,0,0,0,0,1,Code typo related contribution.
Query: Support ICollection<T>.Contains,0,Experienced,https://github.com/dotnet/efcore/pull/17599,0,1,0,0,0,0,
Replaces inconsistent Task.FromResult usage with Task.CompletedTask,1,Experienced,https://github.com/dotnet/efcore/pull/17846,0,0,0,0,0,1,
Modified ALTER DATABASE statement to support complex names.,0,Experienced,https://github.com/dotnet/efcore/pull/19291,1,0,0,0,0,0,
Update links for repo moves/renames,0,Experienced,https://github.com/dotnet/efcore/pull/19524,0,0,0,1,0,0,
[automated] Merge branch 'release/3.1' => 'master',0,BOT,https://github.com/dotnet/efcore/pull/19591,0,0,0,0,0,1,Organizational.
Added test stubs Normalized in SpatialQueryTestBase,0,Experienced,https://github.com/dotnet/efcore/pull/20036,0,0,0,0,1,0,
Reuse StringBuilder,0,Experienced,https://github.com/dotnet/efcore/pull/20037,0,0,0,0,0,1,
Nested ambient transaction,0,Medior,https://github.com/dotnet/efcore/pull/20012,0,0,0,0,0,1,
Initial commit ,0,Experienced,https://github.com/microsoft/DeepSpeed/commit/461495eae16169fe4505fa796c8c101276f6ed3c,0,0,1,0,0,0,Organizational.
Initial CODE_OF_CONDUCT.md commit ,0,BOT,https://github.com/microsoft/DeepSpeed/commit/42f3834f0d1359fd05c1ff485406ccc0810c4bf9,0,0,0,1,0,0,
DeepSpeed Timers ,0,Experienced,https://github.com/microsoft/DeepSpeed/commit/08804d905f0bd2f86fe16135c6cdccd86f5b7022,0,0,1,0,0,0,
Add Deepspeed constants and configs ,0,Experienced,https://github.com/microsoft/DeepSpeed/commit/c53cabb08512c5169ac5cc62f224cf91123fc8e2,0,0,1,0,0,0,
Adding deepspeed_run.py ,0,Experienced,https://github.com/microsoft/DeepSpeed/commit/8c4e2a30071fdb6b816eb9abdbdad7e9dd0135e2,0,0,1,0,0,0,
add two test files ,0,Experienced,https://github.com/microsoft/DeepSpeed/commit/dc226fdb7aae074ce16aa68d088dfde1be654892,0,0,0,0,1,0,
Add files via upload ,0,Experienced,https://github.com/microsoft/DeepSpeed/commit/7a9fbe67adc431a8d74d930585ee6264660fcb8d,0,0,1,0,0,0,
Add files via upload ,0,Experienced,https://github.com/microsoft/DeepSpeed/commit/ec79b2390101273e3636e64bafb40fdc5c1954c5,0,1,0,0,0,0,
Add files ,0,Experienced,https://github.com/microsoft/DeepSpeed/commit/577295f5fae3dd17f0f8aa32464d3015a46b9aaf,0,0,0,1,0,0,
Bump tensorflow-gpu from 1.14.0 to 1.15.2,0,BOT,https://github.com/microsoft/DeepSpeed/pull/39,0,0,0,0,0,1,Organizational.
Typo fix,0,Medior,https://github.com/microsoft/DeepSpeed/pull/57,0,0,0,1,0,0,
Fix broken link in README.md for the 1Cycle doc.,0,Experienced,https://github.com/microsoft/DeepSpeed/pull/60,0,0,0,1,0,0,
fix typo,0,Medior,https://github.com/microsoft/DeepSpeed/pull/72,0,0,0,1,0,0,
Add requirements for cifar10,0,Experienced,https://github.com/microsoft/DeepSpeed/pull/79,0,0,0,1,0,0,
Fixes to support subscriptions with other VMs ,0,Experienced,https://github.com/microsoft/DeepSpeed/pull/105,1,0,0,0,0,0,
[css2] added TODO entries from whiteboard discussions with Bert ,0,Experienced,https://github.com/w3c/csswg-drafts/commit/f9464a8928677c5eb0deee19b00076da63d621ad,0,0,0,1,0,0,
first time commit. ,0,Experienced,https://github.com/w3c/csswg-drafts/commit/f8d948a698b702d73bb830a5789031b822167d5d,0,0,1,0,0,0,Organizational.
 - 'This version' links to the current version of this specification instead of CSS3 2D Transforms now.,0,Experienced,https://github.com/w3c/csswg-drafts/commit/b65e28bf90cfc9245c47af8bd55bdb95f3f75137,1,0,0,1,0,0,
Fix typo. ,0,Experienced,https://github.com/w3c/csswg-drafts/commit/69422623e33aa842ebe936799dac0b4a9f9902a2,0,0,0,1,0,0,
[css-grid] Fix typo: gridDefinitionColumns vs gridTemplateColumns,0,Experienced,https://github.com/w3c/csswg-drafts/pull/7,0,0,0,1,0,0,
[css-page-floats] map left/right to line-left/right for inline elements and clarify position of anchor,0,Experienced,https://github.com/w3c/csswg-drafts/pull/23,0,1,0,0,0,0,
Moving css3 table from my github to the CSS repo. ,0,Experienced,https://github.com/w3c/csswg-drafts/commit/a4e196661506d1ef581c868a7b7256cf9226858a,0,0,1,0,0,0,
Fixed link to Selectors Level 4 Working Draft,0,Experienced,https://github.com/w3c/csswg-drafts/pull/199,0,0,0,1,0,0,
[selectors] Add a missing equals sign,0,Novice,https://github.com/w3c/csswg-drafts/pull/405,0,1,0,0,0,0,
[css-transforms-2] Transform properties apply to transformable elements,0,Experienced,https://github.com/w3c/csswg-drafts/pull/705,0,1,0,0,0,0,
Don't <dfn> Promise. WebIDL already does that.,0,Experienced,https://github.com/w3c/csswg-drafts/pull/1023,0,0,0,0,0,1,
[css-content] Fix syntaxes according to CSS Values and Units grammar,0,Experienced,https://github.com/w3c/csswg-drafts/pull/1381,1,0,0,0,0,0,
[css-ui] Fixed a typo,0,Experienced,https://github.com/w3c/csswg-drafts/pull/1558,0,0,0,1,0,0,
[css-box] fix ex.12 'margin-bottom' -> 'margin',0,Medior,https://github.com/w3c/csswg-drafts/pull/1647,1,0,0,0,0,0,
"Related to #1821, the change to ""check if two code points are a valid escape"" makes part of ""consume an escaped code point"" unreachable.",0,Experienced,https://github.com/w3c/csswg-drafts/pull/1836,0,0,0,1,0,0,
Export definition of math functions,0,Experienced,https://github.com/w3c/csswg-drafts/pull/2236,0,0,0,0,0,1,
[selectors-4] :nth-*-child(n of S) selectors should be Level 3/4,0,Experienced,https://github.com/w3c/csswg-drafts/pull/2264,0,0,0,0,0,1,
[css-env-1] Define safe area inset variables #2629,0,Medior,https://github.com/w3c/csswg-drafts/pull/2807,0,0,1,0,0,0,
Migrate spatial navigation,0,Experienced,https://github.com/w3c/csswg-drafts/pull/3324,0,0,1,0,0,0,Organizational.
"#2319 Add pull request template, w3c cepc, and shift some text around",0,Experienced,https://github.com/w3c/csswg-drafts/pull/2320,0,0,0,1,0,0,Organizational.
[css-images-3] Fix typo,0,Medior,https://github.com/w3c/csswg-drafts/pull/3100,0,0,0,1,0,0,
refactor(css‑variables): Simplify `var()` function syntax definition,0,Experienced,https://github.com/w3c/csswg-drafts/pull/3485,0,0,0,0,0,1,
[css-images-4] Fix gradient color stop syntax,0,Experienced,https://github.com/w3c/csswg-drafts/pull/3657,1,0,0,0,0,0,
🐛 FIX: Typos & Grammar,0,Experienced,https://github.com/w3c/csswg-drafts/pull/3717,0,0,0,1,0,0,
"Correct spelling of `id=""scollbar-gutter-property""`",0,Experienced,https://github.com/w3c/csswg-drafts/pull/4289,0,0,0,1,0,0,
[css-writing-modes-3] Fix typo #4293,0,Experienced,https://github.com/w3c/csswg-drafts/pull/4294,0,0,0,1,0,0,
"[css-syntax] make ""plus sign"" match other 2 items",0,Experienced,https://github.com/w3c/csswg-drafts/pull/4473,0,0,0,0,0,1,
"added adam as an editor, updated una's information ",0,Experienced,https://github.com/w3c/csswg-drafts/commit/7acf6f670b9b08d7639c90501b968f99de7b1246,0,0,0,1,0,0,
add color-adjust function with example ,0,Experienced,https://github.com/w3c/csswg-drafts/commit/0101c5a65b15cf68498a65ff505911360f866ea5,0,0,1,0,0,0,
Adding of video-* properties and dynamic-range to handle bi-plane scenarios,0,Experienced,https://github.com/w3c/csswg-drafts/pull/4678,0,0,1,0,0,0,
added celery functionality ,0,Experienced,https://github.com/crawlab-team/crawlab/commit/7e8531aa5748593b3650e81d0ea846123123c779,0,0,1,0,0,0,Organizational.
💡 edit READEME,0,Medior,https://github.com/crawlab-team/crawlab/commit/37f5889b090f162ffeca55c32cb6301b5fd052a6,0,0,0,1,0,0,
fix bug ,0,Medior,https://github.com/crawlab-team/crawlab/commit/df43a7fc96558508abc8445838d6183b395bbb93,1,0,0,0,0,0,
modify config setting,0,Experienced,https://github.com/crawlab-team/crawlab/commit/4b4c48649141b8eeec5c1fcbfb1afb733cd8f2ab,0,0,0,0,0,1,Organizational.
修改README错别字 ,0,Experienced,https://github.com/crawlab-team/crawlab/pull/77,0,0,0,1,0,0,
FIX Node节点删除问题,0,Experienced,https://github.com/crawlab-team/crawlab/pull/88,1,0,0,0,0,0,title:'fix node deletion problem'
fixed small errors,0,Experienced,https://github.com/crawlab-team/crawlab/pull/105,1,0,0,0,0,0,
修改解压缩文件权限默认为0666的问题,0,Novice,https://github.com/crawlab-team/crawlab/pull/124,1,0,0,0,0,0,title:'modify permissions of the unzipped file default to 0666'
alpine 镜像,0,Novice,https://github.com/crawlab-team/crawlab/pull/129,0,0,0,0,0,1,title:'alpine mirror'
Add Some Unit Test ,0,Experienced,https://github.com/crawlab-team/crawlab/commit/15e7fa662e0a50370e7ade86025ca611e345ffd1,0,0,0,0,1,0,
Fix environment variable replacement for CRAWLAB_API_ADDRESS,0,Experienced,https://github.com/crawlab-team/crawlab/pull/268,1,0,0,0,0,0,
"modify CRAWLAB_API_ADDRESS add http , without it will cause front can…",0,Experienced,https://github.com/crawlab-team/crawlab/pull/298,1,0,0,0,0,0,
fix Cannot read property length of null when first init,0,Medior,https://github.com/crawlab-team/crawlab/pull/321,1,0,0,0,0,0,
chore: fix fmt warning.,0,Experienced,https://github.com/crawlab-team/crawlab/pull/330,1,0,0,0,0,0,
reduce docker image size,0,Medior,https://github.com/crawlab-team/crawlab/pull/362,0,0,0,0,0,1,
Bump handlebars from 4.1.0 to 4.5.3 in /frontend,0,BOT,https://github.com/crawlab-team/crawlab/pull/409,0,0,0,0,0,1,Organizational.
Create README.md ,0,Experienced,https://github.com/apache/cordova/commit/607978aaf6333a5d2cf92702939790878ead3141,0,0,0,1,0,0,Organizational.
Update README.md,0,Experienced,https://github.com/apache/cordova/commit/eefc30f9253d8d1b6c0d0afdb6e20329c1b78191,0,0,0,1,0,0,
Deprecate template-reference in favor of app-hello-world,0,Experienced,https://github.com/apache/cordova/pull/11,0,0,0,1,0,0,
Initial commit,0,Experienced,https://github.com/ardalis/CleanArchitecture/commit/dd9c839abe933a82c4a426f3f8f0859e414f6638,0,0,1,1,1,0,Organizational.
Update global.json,0,Novice,https://github.com/ardalis/CleanArchitecture/pull/1,0,0,0,0,0,1,Organizational.
Update Solution for VS2017 RC,0,Medior,https://github.com/ardalis/CleanArchitecture/pull/2,0,0,0,0,0,1,
Upgrade packages.,0,Experienced,https://github.com/ardalis/CleanArchitecture/pull/6,0,0,0,0,0,1,Organizational.
Update ToDoItemMarkCompleteShould,0,Medior,https://github.com/ardalis/CleanArchitecture/pull/7,0,0,0,0,0,1,
Added complete method and removed links to not existing actions.,0,Experienced,https://github.com/ardalis/CleanArchitecture/pull/13,1,1,0,0,0,0,
Upgrade to .net core 2.1,0,Medior,https://github.com/ardalis/CleanArchitecture/pull/14,0,1,0,0,0,1,Organizational.
Upgrade BundlerMinifier.Core,0,Experienced,https://github.com/ardalis/CleanArchitecture/pull/25,0,0,0,0,0,1,Organizational.
bower -> libman,0,Medior,https://github.com/ardalis/CleanArchitecture/pull/30,0,0,0,0,0,1,Organizational.
Update Readme with link to marketplace extension,0,Experienced,https://github.com/ardalis/CleanArchitecture/pull/44,0,0,0,1,0,0,
Set up CI with Azure Pipelines,0,BOT,https://github.com/ardalis/CleanArchitecture/commit/1ce7dbc9c6e6a05a79d735485048c3e0c25f1d38,0,0,0,0,1,0,
Typo fixed,0,Experienced,https://github.com/ardalis/CleanArchitecture/pull/73,0,0,0,1,0,0,Typo.
Updating documentation around test projects.,0,Experienced,https://github.com/ardalis/CleanArchitecture/pull/76,0,0,0,1,0,0,
Fixed spelling in Infrastucture section,0,Novice,https://github.com/ardalis/CleanArchitecture/pull/78,0,0,0,1,0,0,Typo.
Update ToDoController to return DTO,1,Experienced,https://github.com/ardalis/CleanArchitecture/pull/84,1,0,0,0,0,0,
Fixing the domain event dispatcher,0,Experienced,https://github.com/ardalis/CleanArchitecture/pull/88,1,1,0,0,0,0,
Fixed exception message in logging,0,Experienced,https://github.com/ardalis/CleanArchitecture/pull/90,1,0,0,0,0,0,
Move interfaces from core to shared kernel project,0,Experienced,https://github.com/ardalis/CleanArchitecture/pull/92,0,0,0,0,0,1,
Completed correcting namespace in SharedKernel,0,Medior,https://github.com/ardalis/CleanArchitecture/pull/94,0,0,0,0,0,1,
Adjusted DatabasePopulator to check for 3 or more TodoItems instead of 5,0,Medior,https://github.com/ardalis/CleanArchitecture/pull/98,1,0,0,0,0,1,
Initial commit,0,Experienced,https://github.com/Dreamacro/clash/commit/85327183459eb7e0cebe8f6ba12d6ebb56efd2ac,0,0,0,1,0,0,Organizational.
Add license scan report and status,0,BOT,https://github.com/Dreamacro/clash/pull/1,0,0,0,1,0,0,
Fix: a typo error,0,Experienced,https://github.com/Dreamacro/clash/pull/14,0,0,0,1,0,0,
Chore: clean up Dockerfile,0,Medior,https://github.com/Dreamacro/clash/pull/17,0,0,0,0,0,1,
"Update: add tls, sni options to socks5 outbound adapter",0,Experienced,https://github.com/Dreamacro/clash/pull/22,0,1,0,0,0,0,
FreeBSD compatibility patch,0,Experienced,https://github.com/Dreamacro/clash/pull/63,0,1,0,0,0,0,
Fix: allow access to external-ui without authentication,0,Experienced,https://github.com/Dreamacro/clash/pull/75,1,0,0,0,0,1,
makefile add freebsd support,0,Medior,https://github.com/Dreamacro/clash/pull/80,0,1,0,0,0,0,
Add more platform to Makefile,0,Experienced,https://github.com/Dreamacro/clash/pull/83,0,1,0,0,0,0,
Add GitBook link in README.md,0,Experienced,https://github.com/Dreamacro/clash/pull/155,0,0,0,1,0,0,
docs: typo in log.Info,0,Experienced,https://github.com/Dreamacro/clash/pull/166,0,0,0,1,0,0,
make the proxies order the same as the order in config file ,0,Experienced,https://github.com/Dreamacro/clash/pull/180,0,0,0,0,0,1,
fix misspelling,0,Medior,https://github.com/Dreamacro/clash/pull/182,0,0,0,1,0,1,
fix fake ip dns ttl,0,Experienced,https://github.com/Dreamacro/clash/pull/187,1,0,0,0,0,1,
fix: DNS server not recreate correctly,0,Experienced,https://github.com/Dreamacro/clash/pull/186,1,0,0,0,0,0,
Use original sequence for urltest group,0,Medior,https://github.com/Dreamacro/clash/pull/201,0,0,0,0,0,1,
Use 'dns' for ALPN in tcp-tls nameServer,0,Novice,https://github.com/Dreamacro/clash/pull/209,0,0,0,0,0,1,
Feature: local socks5/http(s) server auth,0,Experienced,https://github.com/Dreamacro/clash/pull/216,0,0,1,0,0,0,
use lower case cipher format,0,Novice,https://github.com/Dreamacro/clash/pull/238,0,0,0,0,0,1,
Fix: Fully Socks5 UDP Associate Support,0,Experienced,https://github.com/Dreamacro/clash/pull/233,1,0,0,0,0,1,
Feature: add mipsle-softfloat,0,Novice,https://github.com/Dreamacro/clash/pull/240,0,0,1,0,0,0,
fix typo,0,Experienced,https://github.com/Dreamacro/clash/pull/246,0,0,0,1,0,0,
Feature: trace adapters when dialing,0,Experienced,https://github.com/Dreamacro/clash/pull/170,0,1,0,0,0,0,
"Fix: HTTP Status Code `100 Continue` support""",0,Experienced,https://github.com/Dreamacro/clash/pull/288,1,0,0,0,0,0,
fix: UDP socks listener not stop with zero port,0,Novice,https://github.com/Dreamacro/clash/pull/355,1,0,0,0,0,0,
Some code improvements,0,Medior,https://github.com/Dreamacro/clash/pull/361,0,0,0,0,0,1,
Feature: specify config file in cli,0,Experienced,https://github.com/Dreamacro/clash/pull/360,0,0,1,0,0,0,
Increase DNS timeout,0,Experienced,https://github.com/Dreamacro/clash/pull/464,0,0,0,0,0,1,
Chore: fix typo,0,Experienced,https://github.com/Dreamacro/clash/pull/490,1,0,0,0,0,0,
"When loading role from disk, log helpful error if not found ",0,Experienced,https://github.com/chef/chef/commit/f03bfca55489bf9e4df8dabc4fc0717e1f3160ba,0,1,0,0,0,0,
[CHEF-1572] fix typo in error message ,0,Experienced,https://github.com/chef/chef/commit/9a94868a169882914750efb8cc7af954f4b9bc1c,0,0,0,0,0,1,Typo.
Fix CHEF-1853: Pass $PIDFILE to chef-client in Debian init scripts ,0,Experienced,https://github.com/chef/chef/commit/bde38e935d4fde0e7c52f8d7dbcb20f3c6212b8a,0,1,0,0,0,0,
add spec test for String#ord monkey-patch ,0,Experienced,https://github.com/chef/chef/commit/cfe2bdb46c6dfc39084cfa690346e9e105ea1812,0,0,0,0,1,0,
[CHEF-3067] Add bitmap attribute to the mdadm resource. ,0,Experienced,https://github.com/chef/chef/commit/0a4f57e369a3465a7596d64d616cc40edaf682dc,0,1,0,0,0,0,
 CHEF-2627: run() and ssh_command() of Chef::Knife::Ssh should returnthe exit status of the SSH command executed,0,Experienced,https://github.com/chef/chef/commit/4dda538f1a9a1af5051535ff3d55ea2af78acaf8,0,0,0,0,0,1,
refactoring for simplicity; use shell_out! ,0,Experienced,https://github.com/chef/chef/commit/9dd2658d93de3c9690ffe6ab4662eec40e3f9584,0,0,0,0,0,1,
CHEF-3234: add verbosity option to knife config file ,0,Experienced,https://github.com/chef/chef/commit/c1440a6ec2d0393b9e0da87974903300e207c80d,0,1,0,0,0,0,
[COOK-3358] Correct path to various gem executables. ,0,Experienced,https://github.com/chef/chef/commit/f4629cad69374a10724b9e3d94694547eaad318c,1,0,0,0,0,0,
 CHEF-3364 Fix up Smartos Package provider. Copied from https://github.com/benr/chef/tree/19c83ab362dab4931b50b7dbe322b0e44b4e64e3,0,Experienced,https://github.com/chef/chef/commit/1e990e1aee66d16df7d8add20de69ea15499bbc1,1,0,0,0,0,0,
removed duplicate for push in resource_collection ,0,Experienced,https://github.com/chef/chef/commit/4e5c6f9d4003011019134007bb0dea77d047082e,0,0,0,0,0,1,
Fix user group modification for smartos ,0,Experienced,https://github.com/chef/chef/commit/9147742be523a117691218fda87bb2976b9f06cd,1,0,0,0,0,0,
next try to add exherbo linux support,0,Experienced,https://github.com/chef/chef/pull/1414,0,0,1,0,0,0,
Bad handling of ShellOut:live_stream,0,Novice,https://github.com/chef/chef/pull/1658,1,0,0,0,0,0,
Spelling error,0,Experienced,https://github.com/chef/chef/pull/1831,0,0,0,1,0,0,
CHEF-4101: DeepMerge - support overwriting hash values with nil,0,Experienced,https://github.com/chef/chef/pull/1851,1,0,0,0,0,0,
Make sure the audit mode output is reflected both in the logs and in the formatter output.,0,Experienced,https://github.com/chef/chef/pull/3412,0,1,0,0,0,1,
